GL Code,GL Description,BSPL,Ind AS Major,Ind AS Minor,(Unaudited) Mar'25,Mar'25 Adjusted
20021037,SRI SAI RAM ENTERPRISES - HYD - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021038,SRI VISHNU DIAGNOSTICS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.3,-0.3
20021039,SRILAB SOLUTIONS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021040,SRINIVASA MEDICAL SERVICES - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021041,SRINIVASA MEDICAL SERVICES - VIJAYAWADA  - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021042,STAR MARKETING AGENCIES - KUR - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021043,SUN PHARMACEUTICALS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021044,SUNRISE SCIENTIFIC - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021045,SUPRABHA DISTRIBUTOR - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021046,SUPREME HI-TEC DIAGNOSTIC - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021047,SWASTIK DISTRIBUTOR - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021048,Taxil Medicare & Surgicals - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021049,THE CONTINENTAL DISTRIBUTORS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021050,TRICORE MEDICAL SYSTEMS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021051,TULASI SCIENTIFIC INSTRUMENTS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.75,-0.75
20021052,UNITY DIAGNOSTICS & RESEARCH CENTRE - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.3,-0.3
20021053,UNIVERSAL SOLUTIONS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021054,VAIGAI SCIENTIFICS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021055,WELCOME ASSOCIATES - TNL - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.3,-0.3
20021056,SHRI LAKSHMI DIAGNOSTICS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021057,REMEDEX PHARMA PRIVATE LIMITED - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021058,SHIVALINGESHWAR AGENCIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021059,SATYAABH BIOMED - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021060,MEDPLANE ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-1.0,-1.0
20021061,VIMANAN-BIOMEDICALS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021062,MEDIPOINT ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021063,MANIKANTA AGENCIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.27,-0.27
20021064,SONA ONE CALL MEDICAL SYSTEMS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021065,MANTRA MEDICAL SOLUTION -  DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021066,REDCELL BIOMEDICAL - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021067,SREE LAKSHMI LABTECH - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021068,MEDIPOINT - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021069,SANCHIT HEALTHCARE LLP - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021070,JAGDEEP MEDICAL HALL - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021071,ORANGE BIOMEDICAL - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021072,LABMENTOR BIOMEDICALS PRIVATE LIMITED - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021073,PATHOLOGY AND SURGICALS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021074,ARIHANT AGENCIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.25,-0.25
20021075,Om Sales Corporation - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021076,PURVA ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021077,PRECISION MEDICAL SYSTEMS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-1.0,-1.0
20021078,MINDSPACE SALES AND SERVICE -DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021079,LIFECARE DIAGNOSTICS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021080,RAJ HEALTHCARE PVT LTD - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021081,SCIENTIFIC SOLUTIONS INC - DISTRIBUTORS  DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021082,IMMUNOGENIC SOLUTIONS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-1.0,-1.0
20021083,BIOSYS - DISTRIBUTORS DEPOSIT PAYABLE_POCT,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021084,MAA ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021085,CHEMEXON - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021086,ACE MEDICAL TECHNOLOGY - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021087,HEALATHON HEALTHCARE - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.18,-0.18
20021088,SAMARTH PATHCARE ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021089,JAI MARKETING - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021090,DNA ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021091,SYNBIO TECHNOVA PVT LTD - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021092,MS DISTRIBUTORS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021093,SCOPE ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021094,GOKULAM ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021095,MANGLAM TRADERS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021096,ADVION MICRO BIO SCIENCES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021097,BIOCARE DIAGNOSTICS - TVM - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-3.0,-3.0
20021098,A.N. PHARMA - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021099,VIYONA BIO SYSTEMS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-1.0,-1.0
20021100,SRIRAM PHARMACEUTICALS AND SURGICALS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021101,AMBIKA DIAGNO VISION - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021102,EMDIAG SCIENTIFIC - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021103,SMS IMPEX - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021104,DIAGNO CARE - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021105,SPACE BIO - KOTTAYAM - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021106,SHUBHAM AGENCIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021107,SRI VIGNESWARA AGENCIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.09,-0.09
20021108,MADHU MEDICAL SERVICES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-1.0,-1.0
20021109,M/s S K DIAGNOSTICS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021110,GENERAL MEDITECH - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021111,B MEDITECH SERVICES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021112,CARP BIOTECH PRIVATE LIMITED - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021113,AARYA ENTERPRISES - JHARKAND - DISTRIBUTORS DEPOSIT  PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021114,BIOTECH LIFE SCIENCES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021115,LAB CHEM AGENCIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021116,TIRUMALA MEDICAL SERVICES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021117,LOTUS MEDICAL SUPPLIERS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021118,SHOBHA  ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021119,CEREBRAL ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021120,INTEGRAL LAB SOLUTIONS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021121,G LIFESCIENCE SOLUTIONS PRIVATE LIMITED - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021122,REALM DIAGNOSTICS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021123,BIO MARKETING - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021124,MEDICA SOLUTIONS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021125,BLUE LINE HEALTH CARE - MP - DISTRIBUTORS  DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021126,PRIME AGENCIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021127,SUNRISE ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021128,ADITYA & COMPANY - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021129,G.D. Enterprises - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021130,D.G.TECHNOLOGIES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021131,M.K.BIO DIAGNOSTICS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021132,BRITIA BROTHERS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021133,RATILA BIOTECH - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021134,LABONEST INDIA_POCT - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021135,INVITRO BIO SYSTEMS PVT LTD - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-1.0,-1.0
20021136,VRA HEALTHCARE PRIVATE LIMITED - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021137,ASPIRE BIOMEDICAL PRIVATE LIMITED - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021138,VISHNU BIO SCIENCES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021139,PEE EM EM ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021140,NIMBUS LIFE CARE - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021141,RELIANCE - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021142,SHREE MEDICARE - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021143,AMOGH DIAGNOSTIC SOLUTIONS PVT LTD - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021144,Es & Es Enterprises - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021145,SREE GOUTHAM SAI SCIENTIFICS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021146,DIAGNO SUPPORT - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021147,ACME MEDITECH PVT LTD- DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021148,SAI ENTERPRISES-DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021149,S.R SCIENTIFICS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021150,UNIVERSAL TRADING CORPORATION_POCT - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021151,KSS BIOTECH_POCT - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021152,UTKARSH BIOTECH - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021153,SHREE VIJAYALAKSHMI MEDICAL AND SURGICALS - DISTRIBUTOR DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021154,ORANGE BIOSCIENCES PRODUCTS PVT LTD - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021155,ACCURATE BIOMEDICALS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021156,SAI ENTERPRISES - SANGLI - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021157,ACCURATE BIOMEDICALS - NASHIK - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021158,KARTIK HEALTHCARE - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,-0.5,-0.5
20021159,HINDUSTAN ENTERPRISES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021160,GENISTRA MEDICARE - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021161,NIRAMAYA WELLNESS SERVICES PVT LTD - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021162,NEW LIFE MEDITECH SERVICES - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021163,GLOBAL HEALTHCARE- DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
20021164,JAUHARI BIOCHEMICALS - DISTRIBUTORS DEPOSIT PAYABLE,BS,Other Financial liabilities,Deposits from Customers,0.0,0.0
30010101,Equity Share Capital,BS,Share capital,Equity share capital,-610.39,-610.39
30010102,Preference Share Capital,BS,Share capital,Preference Share Capital,0.0,0.0
30010103,Employee Stock Option Reserve,BS,Reserves & Surplus,ESOP Reserve,-79.81,-114.3
30010201,Capital Reserve,BS,Reserves & Surplus,Retained Earnings,0.0,0.0
30010202,General Reserve,BS,Reserves & Surplus,Retained Earnings,-4615.74,-4610.1
30010203,Capital Redemption Reserve,BS,Reserves & Surplus,Retained Earnings,0.0,0.0
30010204,Profit & Loss Account,BS,Reserves & Surplus,Retained Earnings,0.0,0.0
30010205,Share Premium,BS,Reserves & Surplus,Securities premium account,-4881.43,-4881.43
30010206,Employee Benefit Reserve (OCI),BS,Reserves & Surplus,Retained Earnings,0.0,0.0
30010207,Profit & Loss Account_ROU,BS,ROU,Retained Earnings,14.68,14.68
40010101001,Sales - Finished goods_Reagents,PL,Revenue from operations,- Finished goods,0.0,0.0
40010101002,Sales - Finished goods_Instruments,PL,Revenue from operations,- Finished goods,0.0,0.0
40010102001,Sales - Reagents,PL,Revenue from operations,- Traded goods,-23355.49,-23089.83
40010102002,Sales - Instruments,PL,Revenue from operations,- Traded goods,-3316.07,-3119.41
40010102003,Sales - Spares,PL,Revenue from operations,- Traded goods,-59.13,-59.13
40010102004,Sales - Accessories & Consumables,PL,Revenue from operations,- Traded goods,-407.55,-408.54
40010102005,Sales - Components,PL,Revenue from operations,- Traded goods,-7.36,-7.36
40010102006,Sales - Sub assembly,PL,Revenue from operations,- Traded goods,0.0,0.0
40010102007,Sales- COVID-19,PL,Revenue from operations,- Traded goods,-4.0,-4.0
40010102008,Sales-MFG-Instruments,PL,Revenue from operations,- Finished goods,-437.09,-437.09
40010102009,Sales-MFG Ancilliaory Reagents,PL,Revenue from operations,- Finished goods,-51.98,-51.61
40010201001,Sales - CMC,PL,Revenue from operations,- Annual maintenance contracts,-118.43,-118.43
40010201002,Sales - CMC,PL,Revenue from operations,- Annual maintenance contracts,-158.58,-158.58
40020101001,Sales - Scrap,PL,Revenue from operations,-Scrap sales,-1.1,-1.1
40020101002,After sales & repair service,PL,Revenue from operations,- Annual maintenance contracts,0.0,0.0
40030101001,Interest income on Fixed deposits,PL,Other income,Interest income on fixed deposits,-49.09,-49.09
40030101002,Provisions/liabilities no longer required written back,PL,Other income,Provisions no longer required written back,0.0,0.0
40030101003,Net gain on account of foreign exchange fluctuations,PL,Other income,Miscellaneous income,0.0,0.0
40030101004,Net gain on sale of assets,PL,Other income,Miscellaneous income,0.0,0.0
40030101005,Duty Draw back,PL,Other income,Miscellaneous income,-3.02,-3.02
40030101006,Transport cost recovered from customers,PL,Other income,Miscellaneous income,0.0,0.0
40030101007,Packing cost recovered from customers,PL,Other income,Miscellaneous income,0.0,0.0
40030101008,Air freight cost receoverd from customers,PL,Other income,Miscellaneous income,0.0,0.0
40030101009,Income from Penalty,PL,Other income,Miscellaneous income,0.0,0.0
40030101010,Interest income on Income tax refund,PL,Other income,Miscellaneous income,0.0,0.0
40030101011,Other Service Income,PL,Other income,Miscellaneous income,-15.53,-15.53
40030101012,Other miscellanous income from third parties,PL,Other income,Miscellaneous income,-0.76,-0.76
40030101013,Bad Debt reversal,PL,Other Income,Recovery of Bad Debts,-1.0,-1.0
40030101014,Income from Insurance claims,PL,Other expenses,Miscellaneous expenses,4.98,4.98
40030101015,Excess income received from Customers,PL,Other income,Miscellaneous income,-7.25,-7.25
40030101016,Asset Disposal parking a/c,PL,Other income,Miscellaneous income,0.0,0.0
40030101017,DISCOUNT FROM VENDORS,PL,Other income,Miscellaneous income,0.0,0.0
40030101018,Freight Outward on Sales,PL,Other income,Freight Outward on Sales,-22.08,-22.08
40030101019,Interest Income on Lease deposit_ROU,PL,ROU,"Interest income from financial assets at amortised cost, rental deposits",0.0,-3.34
50010101001,COGS - Reagents,PL,Cost of materials consumed,Stock-in-trade,12266.72,12129.42
50010101002,COGS - Instruments,PL,Cost of materials consumed,Stock-in-trade,3013.67,2836.62
50010101003,COGS - Spares,PL,Cost of materials consumed,Stock-in-trade,76.59,76.59
50010101004,COGS - Accessories & Consumables,PL,Cost of materials consumed,Stock-in-trade,290.51,288.42
50010101005,COGS - Components,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50010101006,COGS - Finished goods reagents,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50010101007,COGS - Sub assembly,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50010101008,COGS - Finished Goods Intrument,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50010101011,COGS-COVID-19,PL,Cost of materials consumed,Stock-in-trade,1.51,1.51
50010101012,COGS-MFG-Instruments,PL,Cost of materials consumed,Stock-in-trade,206.52,206.52
50010101013,COGS-MFG Ancilliaory Reagents,PL,Cost of materials consumed,Stock-in-trade,7.62,7.49
50010101010,Provision for Inventory - Audit entry,PL,Cost of materials consumed,Stock-in-trade,37.06,44.6
50010201001,Bank Charges - Import,PL,Cost of materials consumed,Stock-in-trade,26.05,26.05
50010201002,Clearing Charges,PL,Cost of materials consumed,Stock-in-trade,73.14,73.14
50010201003,Customs Duty,PL,Cost of materials consumed,Stock-in-trade,1.12,1.12
50010201004,Handling Charges,PL,Cost of materials consumed,Stock-in-trade,-1.89,-1.89
50010201005,Freight Charges- inward,PL,Cost of materials consumed,Stock-in-trade,0.07,0.07
50010201006,FREIGHT CHARGES - import,PL,Cost of materials consumed,Stock-in-trade,30.7,30.7
50010201007,Freight charges- Local,PL,Cost of materials consumed,Stock-in-trade,4.27,4.27
50010201008,Consumables,PL,Cost of materials consumed,Stock-in-trade,3.21,3.21
50010201009,Job Work Expenses,PL,Cost of materials consumed,Stock-in-trade,0.06,0.06
50010201010,Freight charges- Interstate,PL,Cost of materials consumed,Stock-in-trade,0.26,0.26
50010201011,Job work expenses(MFG),PL,Cost of materials consumed,Stock-in-trade,16.9,16.9
50010201012,Purchase consumbels(MFG),PL,Cost of materials consumed,Stock-in-trade,4.1,4.1
50010201013,Purchase R & D (MFG),PL,Cost of materials consumed,Stock-in-trade,4.83,4.83
50010201014,Expenses R & D (MFG),PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50010201015,Insurance charges_Import,PL,Cost of materials consumed,Stock-in-trade,18.28,18.28
50010301001,Evaluation,PL,Cost of materials consumed,Stock-in-trade,32.43,32.43
50010301002,Replacement,PL,Cost of materials consumed,Stock-in-trade,67.0,67.0
50010301003,Warranty Replacement,PL,Other expenses,Warranty,0.0,0.0
50010301004,Demo,PL,Cost of materials consumed,Stock-in-trade,27.17,27.17
50010301005,CMC Replacement,PL,Cost of materials consumed,Stock-in-trade,63.82,63.82
50010301006,Samples issues,PL,Cost of materials consumed,Stock-in-trade,100.52,100.52
50010301007,Expiry issues,PL,Cost of materials consumed,Stock-in-trade,97.01,97.01
50010301008,Loan Issues,PL,Cost of materials consumed,Stock-in-trade,-19.78,-19.78
50010301009,Installation issues,PL,Cost of materials consumed,Stock-in-trade,44.69,44.69
50010301010,Defective issues,PL,Cost of materials consumed,Stock-in-trade,113.91,113.91
50010301011,Refurbish issues,PL,Cost of materials consumed,Stock-in-trade,94.86,94.86
50010301012,FOC Against Instrument billing,PL,Cost of materials consumed,Stock-in-trade,1.89,1.89
50010301013,Defective Issue - Manual,PL,Cost of materials consumed,Stock-in-trade,0.03,0.03
50010301014,Defective issue-MFG,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50010301015,Other Issue Tax,PL,Cost of materials consumed,Stock-in-trade,120.37,120.37
50010301016,Repair & Return,PL,Cost of materials consumed,Stock-in-trade,-6.91,-6.91
50010301017,Free issue charge,PL,Cost of materials consumed,Stock-in-trade,0.0,0.0
50010301018,MFG - Production Defective issue/receipt,PL,Cost of materials consumed,Stock-in-trade,2.55,2.55
50010301019,MFG - R & D Issue/receipt,PL,Cost of materials consumed,Stock-in-trade,8.0,8.0
50010301020,MFG - Spares issue/receipt,PL,Cost of materials consumed,Stock-in-trade,-0.35,-0.35
50010301021,MFG - Refurbish issue/receipt,PL,Cost of materials consumed,Stock-in-trade,0.1,0.1
50010301022,MFG - Dismantle issue/receipt,PL,Cost of materials consumed,Stock-in-trade,3.53,3.53
